# Energies for Configuration 'IceVII'.
# All values in kJ/mol.

# Iteration   Total         Inter         Bond          Angle         Torsion      Improper    Gradient      S?

        1018  -6.847375e+04  -8.224673e+04  8.033769e+03  5.739212e+03  0.000000e+00  0.000000e+00  9.562587e+00  true
        1019  -6.868983e+04  -8.232732e+04  7.965827e+03  5.671662e+03  0.000000e+00  0.000000e+00  8.663550e+00  true
        1020  -6.863691e+04  -8.257872e+04  8.125313e+03  5.816499e+03  0.000000e+00  0.000000e+00  6.662200e+00  true
        1021  -6.864252e+04  -8.248778e+04  7.944699e+03  5.900561e+03  0.000000e+00  0.000000e+00  -6.260839e+00  true
        1022  -6.865703e+04  -8.228298e+04  7.954172e+03  5.671786e+03  0.000000e+00  0.000000e+00  -2.252395e+01  true
        1023  -6.853295e+04  -8.231106e+04  7.934506e+03  5.843602e+03  0.000000e+00  0.000000e+00  -2.566458e+01  true
        1024  -6.860196e+04  -8.210049e+04  7.631874e+03  5.866647e+03  0.000000e+00  0.000000e+00  -2.903057e+01  true
        1025  -6.839005e+04  -8.208481e+04  7.789427e+03  5.905330e+03  0.000000e+00  0.000000e+00  -1.408263e+01  true
        1026  -6.857963e+04  -8.226120e+04  7.915854e+03  5.765718e+03  0.000000e+00  0.000000e+00  -1.248943e+00  true
        1027  -6.855260e+04  -8.247140e+04  8.148685e+03  5.770115e+03  0.000000e+00  0.000000e+00  9.344383e+00  true
        1028  -6.848651e+04  -8.244070e+04  8.174327e+03  5.779869e+03  0.000000e+00  0.000000e+00  2.100881e+01  true
        1029  -6.845363e+04  -8.236684e+04  7.918670e+03  5.994537e+03  0.000000e+00  0.000000e+00  2.021598e+01  true
        1030  -6.862969e+04  -8.244926e+04  7.998480e+03  5.821084e+03  0.000000e+00  0.000000e+00  1.048478e+01  true
        1031  -6.833891e+04  -8.242484e+04  8.097159e+03  5.988772e+03  0.000000e+00  0.000000e+00  1.615238e+01  true
        1032  -6.840111e+04  -8.264281e+04  8.331082e+03  5.910609e+03  0.000000e+00  0.000000e+00  1.378028e+01  true
        1033  -6.861357e+04  -8.258687e+04  8.158486e+03  5.814812e+03  0.000000e+00  0.000000e+00  4.989224e+00  true
        1034  -6.894013e+04  -8.296241e+04  8.237853e+03  5.784427e+03  0.000000e+00  0.000000e+00  -2.523764e+01  true
        1035  -6.906125e+04  -8.289888e+04  8.132629e+03  5.704993e+03  0.000000e+00  0.000000e+00  -4.384463e+01  true
        1036  -6.910947e+04  -8.303965e+04  8.071555e+03  5.858628e+03  0.000000e+00  0.000000e+00  -6.958429e+01  false
        1037  -6.895289e+04  -8.311574e+04  8.289854e+03  5.872995e+03  0.000000e+00  0.000000e+00  -7.855896e+01  false
        1038  -6.879957e+04  -8.283324e+04  8.152983e+03  5.880684e+03  0.000000e+00  0.000000e+00  -6.991275e+01  false
        1039  -6.893192e+04  -8.279285e+04  8.084441e+03  5.776491e+03  0.000000e+00  0.000000e+00  -6.249888e+01  true
        1040  -6.893729e+04  -8.258470e+04  7.894824e+03  5.752584e+03  0.000000e+00  0.000000e+00  -6.131828e+01  true
        1041  -6.902489e+04  -8.285632e+04  8.201465e+03  5.629962e+03  0.000000e+00  0.000000e+00  -4.180187e+01  true
        1042  -6.896323e+04  -8.313347e+04  8.308312e+03  5.861922e+03  0.000000e+00  0.000000e+00  -1.475438e+01  true
        1043  -6.905967e+04  -8.306193e+04  8.310234e+03  5.692028e+03  0.000000e+00  0.000000e+00  -3.174570e-01  true
        1044  -6.882938e+04  -8.291514e+04  8.469906e+03  5.615859e+03  0.000000e+00  0.000000e+00  1.031781e+01  true
        1045  -6.874629e+04  -8.281460e+04  8.255718e+03  5.812591e+03  0.000000e+00  0.000000e+00  1.606757e+01  true
        1046  -6.883805e+04  -8.270390e+04  8.067245e+03  5.798601e+03  0.000000e+00  0.000000e+00  9.780323e+00  true
        1047  -6.910396e+04  -8.309539e+04  8.124831e+03  5.866606e+03  0.000000e+00  0.000000e+00  -3.862465e+00  true
        1048  -6.922460e+04  -8.301881e+04  8.127256e+03  5.666957e+03  0.000000e+00  0.000000e+00  -1.203300e+01  true
        1049  -6.922587e+04  -8.289444e+04  7.984351e+03  5.684215e+03  0.000000e+00  0.000000e+00  -2.394447e+01  true
        1050  -6.897705e+04  -8.238661e+04  8.027712e+03  5.381849e+03  0.000000e+00  0.000000e+00  -1.907903e+01  true
        1051  -6.904584e+04  -8.257322e+04  8.108430e+03  5.418956e+03  0.000000e+00  0.000000e+00  -2.332354e+01  true
        1052  -6.898312e+04  -8.278036e+04  8.238846e+03  5.558401e+03  0.000000e+00  0.000000e+00  -1.978264e+01  true
        1053  -6.898709e+04  -8.249428e+04  7.842739e+03  5.664458e+03  0.000000e+00  0.000000e+00  -2.264648e+01  true
        1054  -6.893387e+04  -8.265921e+04  7.927096e+03  5.798251e+03  0.000000e+00  0.000000e+00  -8.134162e+00  true
        1055  -6.894340e+04  -8.284353e+04  8.085595e+03  5.814539e+03  0.000000e+00  0.000000e+00  1.266389e+01  true
        1056  -6.907011e+04  -8.290934e+04  8.176485e+03  5.662743e+03  0.000000e+00  0.000000e+00  2.282214e+01  true
        1057  -6.922963e+04  -8.324516e+04  8.218021e+03  5.797505e+03  0.000000e+00  0.000000e+00  9.364978e+00  true
        1058  -6.929244e+04  -8.323818e+04  8.243502e+03  5.702230e+03  0.000000e+00  0.000000e+00  -1.403762e+01  true
        1059  -6.929143e+04  -8.317232e+04  8.204470e+03  5.676424e+03  0.000000e+00  0.000000e+00  -3.664767e+01  true
        1060  -6.897589e+04  -8.297801e+04  8.247049e+03  5.755066e+03  0.000000e+00  0.000000e+00  -2.466359e+01  true
        1061  -6.862113e+04  -8.248624e+04  8.336477e+03  5.528632e+03  0.000000e+00  0.000000e+00  2.071249e+00  true
        1062  -6.865939e+04  -8.266628e+04  8.278706e+03  5.728184e+03  0.000000e+00  0.000000e+00  2.575268e+01  true
        1063  -6.863792e+04  -8.271774e+04  8.350828e+03  5.728992e+03  0.000000e+00  0.000000e+00  4.641639e+01  true
        1064  -6.870619e+04  -8.275157e+04  8.249119e+03  5.796262e+03  0.000000e+00  0.000000e+00  6.267200e+01  true
        1065  -6.867930e+04  -8.277099e+04  8.351101e+03  5.740590e+03  0.000000e+00  0.000000e+00  7.699944e+01  false
        1066  -6.886661e+04  -8.301721e+04  8.507770e+03  5.642829e+03  0.000000e+00  0.000000e+00  6.946093e+01  false
        1067  -6.884305e+04  -8.288837e+04  8.368706e+03  5.676610e+03  0.000000e+00  0.000000e+00  5.010616e+01  true
        1068  -6.884246e+04  -8.315364e+04  8.365360e+03  5.945822e+03  0.000000e+00  0.000000e+00  2.191049e+01  true
        1069  -6.883206e+04  -8.306161e+04  8.395892e+03  5.833650e+03  0.000000e+00  0.000000e+00  -1.110507e+01  true
        1070  -6.900989e+04  -8.304304e+04  8.192963e+03  5.840185e+03  0.000000e+00  0.000000e+00  -3.835244e+01  true
        1071  -6.911533e+04  -8.322453e+04  8.217311e+03  5.891888e+03  0.000000e+00  0.000000e+00  -4.728810e+01  true
        1072  -6.917183e+04  -8.326094e+04  8.210196e+03  5.878912e+03  0.000000e+00  0.000000e+00  -5.586580e+01  true
        1073  -6.902763e+04  -8.300821e+04  8.224675e+03  5.755906e+03  0.000000e+00  0.000000e+00  -4.893544e+01  true
        1074  -6.904477e+04  -8.287563e+04  8.093385e+03  5.737477e+03  0.000000e+00  0.000000e+00  -4.276791e+01  true
        1075  -6.917241e+04  -8.318217e+04  8.058876e+03  5.950883e+03  0.000000e+00  0.000000e+00  -3.766552e+01  true
        1076  -6.919749e+04  -8.315621e+04  8.088864e+03  5.869855e+03  0.000000e+00  0.000000e+00  -4.044177e+01  true
        1077  -6.911219e+04  -8.320928e+04  8.225723e+03  5.871369e+03  0.000000e+00  0.000000e+00  -3.298375e+01  true
        1078  -6.904219e+04  -8.287682e+04  8.124392e+03  5.710241e+03  0.000000e+00  0.000000e+00  -1.840562e+01  true
        1079  -6.915266e+04  -8.314239e+04  7.893106e+03  6.096632e+03  0.000000e+00  0.000000e+00  -6.739007e+00  true
        1080  -6.905839e+04  -8.291299e+04  8.040246e+03  5.814354e+03  0.000000e+00  0.000000e+00  2.100113e+00  true
        1081  -6.896155e+04  -8.285502e+04  8.037358e+03  5.856117e+03  0.000000e+00  0.000000e+00  9.780111e+00  true
        1082  -6.908849e+04  -8.289080e+04  8.049947e+03  5.752358e+03  0.000000e+00  0.000000e+00  4.905354e+00  true
        1083  -6.911095e+04  -8.282224e+04  7.892879e+03  5.818409e+03  0.000000e+00  0.000000e+00  7.408821e+00  true
        1084  -6.906232e+04  -8.285580e+04  7.998502e+03  5.794977e+03  0.000000e+00  0.000000e+00  1.243163e+01  true
        1085  -6.912835e+04  -8.276324e+04  7.869936e+03  5.764953e+03  0.000000e+00  0.000000e+00  5.556545e+00  true
        1086  -6.912551e+04  -8.264754e+04  7.942920e+03  5.579105e+03  0.000000e+00  0.000000e+00  -3.369719e+00  true
        1087  -6.913899e+04  -8.307249e+04  8.317426e+03  5.616070e+03  0.000000e+00  0.000000e+00  -8.217042e+00  true
        1088  -6.918597e+04  -8.298863e+04  8.145695e+03  5.656974e+03  0.000000e+00  0.000000e+00  -1.063491e+01  true
        1089  -6.904108e+04  -8.287823e+04  8.084475e+03  5.752675e+03  0.000000e+00  0.000000e+00  -1.077164e+01  true
        1090  -6.880580e+04  -8.277059e+04  8.086312e+03  5.878474e+03  0.000000e+00  0.000000e+00  6.856715e+00  true
        1091  -6.890007e+04  -8.287508e+04  8.151620e+03  5.823392e+03  0.000000e+00  0.000000e+00  2.273803e+01  true
        1092  -6.896121e+04  -8.322847e+04  8.330519e+03  5.936745e+03  0.000000e+00  0.000000e+00  2.607612e+01  true
        1093  -6.909373e+04  -8.306122e+04  8.076812e+03  5.890677e+03  0.000000e+00  0.000000e+00  1.914586e+01  true
        1094  -6.898185e+04  -8.308072e+04  8.119064e+03  5.979805e+03  0.000000e+00  0.000000e+00  2.135108e+01  true
        1095  -6.877629e+04  -8.302537e+04  8.275325e+03  5.973753e+03  0.000000e+00  0.000000e+00  2.939131e+01  true
        1096  -6.910090e+04  -8.321363e+04  8.146320e+03  5.966410e+03  0.000000e+00  0.000000e+00  1.564769e+01  true
        1097  -6.939719e+04  -8.307859e+04  8.037591e+03  5.643806e+03  0.000000e+00  0.000000e+00  -1.545467e+01  true
        1098  -6.925068e+04  -8.311769e+04  8.218191e+03  5.648824e+03  0.000000e+00  0.000000e+00  -3.856726e+01  true
        1099  -6.914147e+04  -8.318199e+04  8.301759e+03  5.738769e+03  0.000000e+00  0.000000e+00  -4.527944e+01  true
        1100  -6.910931e+04  -8.324833e+04  8.447966e+03  5.691062e+03  0.000000e+00  0.000000e+00  -3.333552e+01  true
        1101  -6.911665e+04  -8.328701e+04  8.304991e+03  5.865373e+03  0.000000e+00  0.000000e+00  -2.439744e+01  true
        1102  -6.925415e+04  -8.327248e+04  8.112135e+03  5.906193e+03  0.000000e+00  0.000000e+00  -2.441057e+01  true
        1103  -6.898110e+04  -8.303822e+04  8.287643e+03  5.769480e+03  0.000000e+00  0.000000e+00  -1.481331e+01  true
        1104  -6.870694e+04  -8.308055e+04  8.389180e+03  5.984426e+03  0.000000e+00  0.000000e+00  1.583107e+01  true
        1105  -6.874697e+04  -8.287815e+04  8.155604e+03  5.975572e+03  0.000000e+00  0.000000e+00  5.466387e+01  true
        1106  -6.891683e+04  -8.260135e+04  7.871152e+03  5.813362e+03  0.000000e+00  0.000000e+00  6.223563e+01  true
        1107  -6.876794e+04  -8.250259e+04  8.041100e+03  5.693541e+03  0.000000e+00  0.000000e+00  5.594462e+01  true
        1108  -6.889634e+04  -8.253050e+04  7.937763e+03  5.696390e+03  0.000000e+00  0.000000e+00  4.479027e+01  true
        1109  -6.878586e+04  -8.273665e+04  8.121896e+03  5.828892e+03  0.000000e+00  0.000000e+00  4.264831e+01  true
        1110  -6.872964e+04  -8.274976e+04  8.145271e+03  5.874854e+03  0.000000e+00  0.000000e+00  4.140657e+01  true
        1111  -6.859732e+04  -8.279366e+04  8.131373e+03  6.064970e+03  0.000000e+00  0.000000e+00  4.229051e+01  true
        1112  -6.881879e+04  -8.281502e+04  8.057226e+03  5.939005e+03  0.000000e+00  0.000000e+00  1.563255e+01  true
        1113  -6.900957e+04  -8.302298e+04  8.205652e+03  5.807751e+03  0.000000e+00  0.000000e+00  -8.505292e+00  true
        1114  -6.894676e+04  -8.286519e+04  8.193283e+03  5.725150e+03  0.000000e+00  0.000000e+00  -1.059493e+01  true
        1115  -6.894853e+04  -8.313423e+04  8.303473e+03  5.882227e+03  0.000000e+00  0.000000e+00  -1.254268e+01  true
        1116  -6.907216e+04  -8.324517e+04  8.420331e+03  5.752676e+03  0.000000e+00  0.000000e+00  -3.011519e+01  true
        1117  -6.926801e+04  -8.325363e+04  8.176216e+03  5.809404e+03  0.000000e+00  0.000000e+00  -4.656186e+01  true
        1118  -6.922369e+04  -8.319188e+04  8.211133e+03  5.757055e+03  0.000000e+00  0.000000e+00  -6.308961e+01  true
        1119  -6.915596e+04  -8.324131e+04  8.164176e+03  5.921173e+03  0.000000e+00  0.000000e+00  -6.458903e+01  true
        1120  -6.904201e+04  -8.288987e+04  8.143090e+03  5.704775e+03  0.000000e+00  0.000000e+00  -5.163875e+01  true
        1121  -6.917785e+04  -8.282862e+04  8.034354e+03  5.616412e+03  0.000000e+00  0.000000e+00  -3.349088e+01  true
        1122  -6.888753e+04  -8.270456e+04  8.081490e+03  5.735532e+03  0.000000e+00  0.000000e+00  -7.235021e+00  true
        1123  -6.894143e+04  -8.296133e+04  8.198117e+03  5.821786e+03  0.000000e+00  0.000000e+00  4.195195e+00  true
        1124  -6.898600e+04  -8.313549e+04  8.346398e+03  5.803090e+03  0.000000e+00  0.000000e+00  1.655573e+01  true
        1125  -6.882510e+04  -8.317373e+04  8.617589e+03  5.731045e+03  0.000000e+00  0.000000e+00  3.805094e+01  true
        1126  -6.894493e+04  -8.329278e+04  8.508827e+03  5.839026e+03  0.000000e+00  0.000000e+00  4.327131e+01  true
        1127  -6.908382e+04  -8.308994e+04  8.365916e+03  5.640208e+03  0.000000e+00  0.000000e+00  2.631688e+01  true
        1128  -6.892763e+04  -8.309622e+04  8.335287e+03  5.833304e+03  0.000000e+00  0.000000e+00  1.860374e+01  true
        1129  -6.896499e+04  -8.296986e+04  8.211518e+03  5.793352e+03  0.000000e+00  0.000000e+00  9.779961e+00  true
        1130  -6.892593e+04  -8.299487e+04  8.238359e+03  5.830578e+03  0.000000e+00  0.000000e+00  8.368780e+00  true
        1131  -6.885118e+04  -8.294183e+04  8.187995e+03  5.902646e+03  0.000000e+00  0.000000e+00  5.710620e-01  true
        1132  -6.885179e+04  -8.290335e+04  8.246075e+03  5.805487e+03  0.000000e+00  0.000000e+00  8.135529e+00  true
        1133  -6.882211e+04  -8.282169e+04  8.288257e+03  5.711328e+03  0.000000e+00  0.000000e+00  1.329247e+01  true
        1134  -6.895094e+04  -8.286374e+04  8.292276e+03  5.620522e+03  0.000000e+00  0.000000e+00  7.004219e+00  true
        1135  -6.888088e+04  -8.308754e+04  8.406465e+03  5.800203e+03  0.000000e+00  0.000000e+00  1.483991e+01  true
        1136  -6.917010e+04  -8.331780e+04  8.258827e+03  5.888866e+03  0.000000e+00  0.000000e+00  -4.132103e-01  true
        1137  -6.911108e+04  -8.347629e+04  8.279270e+03  6.085947e+03  0.000000e+00  0.000000e+00  -1.897654e+01  true
        1138  -6.881977e+04  -8.319873e+04  8.488478e+03  5.890484e+03  0.000000e+00  0.000000e+00  -1.090732e+01  true
        1139  -6.888267e+04  -8.320780e+04  8.408326e+03  5.916800e+03  0.000000e+00  0.000000e+00  -1.006730e+01  true
        1140  -6.899519e+04  -8.291740e+04  8.295723e+03  5.626487e+03  0.000000e+00  0.000000e+00  -1.375834e+01  true
        1141  -6.888426e+04  -8.273917e+04  8.262873e+03  5.592039e+03  0.000000e+00  0.000000e+00  -5.576164e+00  true
        1142  -6.906261e+04  -8.273296e+04  7.942758e+03  5.727594e+03  0.000000e+00  0.000000e+00  -6.761394e+00  true
        1143  -6.910248e+04  -8.269705e+04  7.910370e+03  5.684201e+03  0.000000e+00  0.000000e+00  -5.587757e+00  true
        1144  -6.911450e+04  -8.261326e+04  7.850029e+03  5.648736e+03  0.000000e+00  0.000000e+00  -1.025980e+01  true
        1145  -6.899900e+04  -8.277364e+04  7.952926e+03  5.821714e+03  0.000000e+00  0.000000e+00  -1.978760e+00  true
        1146  -6.914875e+04  -8.262112e+04  7.716568e+03  5.755800e+03  0.000000e+00  0.000000e+00  -1.971585e+01  true
        1147  -6.929040e+04  -8.297619e+04  8.030223e+03  5.655564e+03  0.000000e+00  0.000000e+00  -4.150276e+01  true
        1148  -6.925227e+04  -8.294111e+04  7.954485e+03  5.734356e+03  0.000000e+00  0.000000e+00  -3.961549e+01  true
        1149  -6.910373e+04  -8.310902e+04  8.211860e+03  5.793436e+03  0.000000e+00  0.000000e+00  -2.857713e+01  true
        1150  -6.900758e+04  -8.319674e+04  8.475606e+03  5.713547e+03  0.000000e+00  0.000000e+00  -1.711617e+01  true
        1151  -6.899793e+04  -8.318423e+04  8.418032e+03  5.768259e+03  0.000000e+00  0.000000e+00  2.416625e+00  true
        1152  -6.913504e+04  -8.330568e+04  8.406165e+03  5.764476e+03  0.000000e+00  0.000000e+00  3.958799e+00  true
        1153  -6.920183e+04  -8.343020e+04  8.518843e+03  5.709519e+03  0.000000e+00  0.000000e+00  7.737046e-02  true
        1154  -6.927057e+04  -8.345210e+04  8.409157e+03  5.772377e+03  0.000000e+00  0.000000e+00  -7.149767e+00  true
        1155  -6.936888e+04  -8.354178e+04  8.338794e+03  5.834113e+03  0.000000e+00  0.000000e+00  -1.014788e+01  true
        1156  -6.947728e+04  -8.344673e+04  8.301108e+03  5.668342e+03  0.000000e+00  0.000000e+00  -2.455914e+01  true
        1157  -6.960618e+04  -8.342316e+04  8.229156e+03  5.587822e+03  0.000000e+00  0.000000e+00  -5.146210e+01  true
        1158  -6.970454e+04  -8.333789e+04  7.986511e+03  5.646839e+03  0.000000e+00  0.000000e+00  -7.736050e+01  false
        1159  -6.965578e+04  -8.364930e+04  8.198849e+03  5.794668e+03  0.000000e+00  0.000000e+00  -8.521439e+01  false
        1160  -6.938295e+04  -8.364812e+04  8.358367e+03  5.906805e+03  0.000000e+00  0.000000e+00  -6.508529e+01  true
        1161  -6.945794e+04  -8.376777e+04  8.373169e+03  5.936654e+03  0.000000e+00  0.000000e+00  -4.385378e+01  true
        1162  -6.939225e+04  -8.352444e+04  8.463409e+03  5.668788e+03  0.000000e+00  0.000000e+00  -2.260343e+01  true
        1163  -6.937160e+04  -8.331837e+04  8.380584e+03  5.566184e+03  0.000000e+00  0.000000e+00  -1.562109e+00  true
        1164  -6.921679e+04  -8.326612e+04  8.406019e+03  5.643312e+03  0.000000e+00  0.000000e+00  2.539904e+01  true
        1165  -6.944496e+04  -8.333569e+04  8.059114e+03  5.831618e+03  0.000000e+00  0.000000e+00  3.270871e+01  true
        1166  -6.931535e+04  -8.333848e+04  8.180811e+03  5.842318e+03  0.000000e+00  0.000000e+00  4.078342e+01  true
        1167  -6.934720e+04  -8.360699e+04  8.305091e+03  5.954705e+03  0.000000e+00  0.000000e+00  3.656477e+01  true
        1168  -6.939760e+04  -8.359628e+04  8.398928e+03  5.799757e+03  0.000000e+00  0.000000e+00  1.990054e+01  true
        1169  -6.929075e+04  -8.355729e+04  8.387504e+03  5.879030e+03  0.000000e+00  0.000000e+00  8.594218e+00  true
        1170  -6.936776e+04  -8.386366e+04  8.428202e+03  6.067701e+03  0.000000e+00  0.000000e+00  6.851868e+00  true
        1171  -6.947986e+04  -8.342086e+04  8.064216e+03  5.876789e+03  0.000000e+00  0.000000e+00  -6.188963e+00  true
        1172  -6.960827e+04  -8.351690e+04  8.007462e+03  5.901169e+03  0.000000e+00  0.000000e+00  -2.158868e+01  true
        1173  -6.966669e+04  -8.365464e+04  8.261375e+03  5.726574e+03  0.000000e+00  0.000000e+00  -3.618009e+01  true
        1174  -6.947655e+04  -8.320989e+04  8.091584e+03  5.641762e+03  0.000000e+00  0.000000e+00  -2.650218e+01  true
        1175  -6.950108e+04  -8.319734e+04  8.092337e+03  5.603918e+03  0.000000e+00  0.000000e+00  -3.022549e+01  true
        1176  -6.938221e+04  -8.328627e+04  8.143867e+03  5.760194e+03  0.000000e+00  0.000000e+00  -1.814386e+01  true
        1177  -6.932482e+04  -8.344072e+04  8.276913e+03  5.838979e+03  0.000000e+00  0.000000e+00  -4.244764e+00  true
        1178  -6.948156e+04  -8.349130e+04  8.180683e+03  5.829058e+03  0.000000e+00  0.000000e+00  -2.526017e+00  true
        1179  -6.963739e+04  -8.347579e+04  8.251138e+03  5.587265e+03  0.000000e+00  0.000000e+00  -1.166176e+00  true
        1180  -6.965742e+04  -8.362693e+04  8.439850e+03  5.529663e+03  0.000000e+00  0.000000e+00  -1.831176e+00  true
        1181  -6.939155e+04  -8.348063e+04  8.331831e+03  5.757242e+03  0.000000e+00  0.000000e+00  8.043231e+00  true
        1182  -6.958760e+04  -8.372249e+04  8.290546e+03  5.844346e+03  0.000000e+00  0.000000e+00  -2.407089e+00  true
        1183  -6.962649e+04  -8.371870e+04  8.196742e+03  5.895471e+03  0.000000e+00  0.000000e+00  -1.912399e+01  true
        1184  -6.943053e+04  -8.349041e+04  8.268791e+03  5.791088e+03  0.000000e+00  0.000000e+00  -1.296296e+01  true
        1185  -6.931021e+04  -8.331738e+04  8.290398e+03  5.716772e+03  0.000000e+00  0.000000e+00  -2.432453e+00  true
        1186  -6.935054e+04  -8.346895e+04  8.269895e+03  5.848514e+03  0.000000e+00  0.000000e+00  1.150922e+01  true
        1187  -6.919413e+04  -8.358378e+04  8.335189e+03  6.054455e+03  0.000000e+00  0.000000e+00  3.742411e+01  true
        1188  -6.930519e+04  -8.362388e+04  8.285393e+03  6.033299e+03  0.000000e+00  0.000000e+00  4.524850e+01  true
        1189  -6.936547e+04  -8.350225e+04  8.365475e+03  5.771309e+03  0.000000e+00  0.000000e+00  3.725837e+01  true
        1190  -6.928174e+04  -8.345925e+04  8.268168e+03  5.909341e+03  0.000000e+00  0.000000e+00  2.920389e+01  true
        1191  -6.939013e+04  -8.373565e+04  8.259991e+03  6.085529e+03  0.000000e+00  0.000000e+00  2.840773e+01  true
        1192  -6.950116e+04  -8.344898e+04  8.064360e+03  5.883458e+03  0.000000e+00  0.000000e+00  8.468200e+00  true
        1193  -6.956316e+04  -8.367306e+04  8.171458e+03  5.938443e+03  0.000000e+00  0.000000e+00  -1.849319e+01  true
        1194  -6.956562e+04  -8.371986e+04  8.205718e+03  5.948520e+03  0.000000e+00  0.000000e+00  -3.329272e+01  true
        1195  -6.965165e+04  -8.368278e+04  8.135483e+03  5.895652e+03  0.000000e+00  0.000000e+00  -4.312552e+01  true
        1196  -6.972934e+04  -8.380729e+04  8.196145e+03  5.881799e+03  0.000000e+00  0.000000e+00  -5.574648e+01  true
        1197  -6.976399e+04  -8.357168e+04  8.034377e+03  5.773307e+03  0.000000e+00  0.000000e+00  -5.523883e+01  true
        1198  -6.967500e+04  -8.364065e+04  8.161916e+03  5.803734e+03  0.000000e+00  0.000000e+00  -5.037289e+01  true
        1199  -6.937111e+04  -8.355635e+04  8.238020e+03  5.947218e+03  0.000000e+00  0.000000e+00  -2.846785e+01  true
        1200  -6.914650e+04  -8.330676e+04  8.258065e+03  5.902186e+03  0.000000e+00  0.000000e+00  1.133923e+01  true
        1201  -6.923183e+04  -8.328917e+04  8.198899e+03  5.858451e+03  0.000000e+00  0.000000e+00  3.762702e+01  true
